release_reference_id,release_project_reference,datacenter_reference,tag_device_id,release_reference_type,latitude,longitude,time,expected_enddate,manufacturer,tag_model,tag_serial_number,tag_coding_system,transmitted_id
,,,,,degrees_north,degrees_east,UTC,UTC,,,,,
CCS-42428,CCS,nep,A180-1702-42428,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242893,A180-1702,42428
CCS-42427,CCS,nep,A180-1702-42427,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242892,A180-1702,42427
CCS-42426,CCS,nep,A180-1702-42426,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242891,A180-1702,42426
CCS-42425,CCS,nep,A180-1702-42425,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242890,A180-1702,42425
CCS-42424,CCS,nep,A180-1702-42424,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242889,A180-1702,42424
CCS-42423,CCS,nep,A180-1702-42423,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242888,A180-1702,42423
CCS-42422,CCS,nep,A180-1702-42422,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242887,A180-1702,42422
CCS-42421,CCS,nep,A180-1702-42421,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242886,A180-1702,42421
CCS-42420,CCS,nep,A180-1702-42420,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242885,A180-1702,42420
CCS-42419,CCS,nep,A180-1702-42419,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242884,A180-1702,42419
CCS-42418,CCS,nep,A180-1702-42418,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242883,A180-1702,42418
CCS-42417,CCS,nep,A180-1702-42417,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242882,A180-1702,42417
CCS-42416,CCS,nep,A180-1702-42416,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242881,A180-1702,42416
CCS-42415,CCS,nep,A180-1702-42415,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242880,A180-1702,42415
CCS-42414,CCS,nep,A180-1702-42414,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242879,A180-1702,42414
CCS-42413,CCS,nep,A180-1702-42413,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242878,A180-1702,42413
CCS-42412,CCS,nep,A180-1702-42412,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242877,A180-1702,42412
CCS-42411,CCS,nep,A180-1702-42411,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242876,A180-1702,42411
CCS-42410,CCS,nep,A180-1702-42410,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242875,A180-1702,42410
CCS-42409,CCS,nep,A180-1702-42409,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242874,A180-1702,42409
CCS-42408,CCS,nep,A180-1702-42408,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242873,A180-1702,42408
CCS-42407,CCS,nep,A180-1702-42407,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242872,A180-1702,42407
CCS-42406,CCS,nep,A180-1702-42406,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242871,A180-1702,42406
CCS-42405,CCS,nep,A180-1702-42405,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242870,A180-1702,42405
CCS-42404,CCS,nep,A180-1702-42404,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242869,A180-1702,42404
CCS-42403,CCS,nep,A180-1702-42403,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242868,A180-1702,42403
CCS-42402,CCS,nep,A180-1702-42402,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242867,A180-1702,42402
CCS-42401,CCS,nep,A180-1702-42401,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242866,A180-1702,42401
CCS-42400,CCS,nep,A180-1702-42400,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242865,A180-1702,42400
CCS-42399,CCS,nep,A180-1702-42399,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242864,A180-1702,42399
CCS-42398,CCS,nep,A180-1702-42398,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242863,A180-1702,42398
CCS-42397,CCS,nep,A180-1702-42397,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242862,A180-1702,42397
CCS-42396,CCS,nep,A180-1702-42396,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242861,A180-1702,42396
CCS-42395,CCS,nep,A180-1702-42395,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242860,A180-1702,42395
CCS-42394,CCS,nep,A180-1702-42394,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242859,A180-1702,42394
CCS-42393,CCS,nep,A180-1702-42393,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242858,A180-1702,42393
CCS-42392,CCS,nep,A180-1702-42392,ANIMAL,51.71539,-124.10665,2016-04-15T07:30:00Z,2016-07-14T07:30:00Z,VEMCO,V5-1H,1242857,A180-1702,42392
CCSALMON-1274650-2017-09-13,CCSALMON,nep,A69-1602-2518,ANIMAL,48.8204,-123.59385,2017-09-13T05:00:00Z,2018-02-25T06:00:00Z,VEMCO,V9-6L,1274650,A69-1602,2518
CCSALMON-1274649-2017-09-13,CCSALMON,nep,A69-1602-2517,ANIMAL,48.8204,-123.59385,2017-09-13T03:35:00Z,2018-02-25T04:35:00Z,VEMCO,V9-6L,1274649,A69-1602,2517
CCSALMON-1274648-2017-09-12,CCSALMON,nep,A69-1602-2516,ANIMAL,48.8204,-123.59385,2017-09-13T02:55:00Z,2018-02-25T03:55:00Z,VEMCO,V9-6L,1274648,A69-1602,2516
CCSALMON-1274647-2017-09-12,CCSALMON,nep,A69-1602-2515,ANIMAL,48.8204,-123.59385,2017-09-13T02:55:00Z,2018-02-25T03:55:00Z,VEMCO,V9-6L,1274647,A69-1602,2515
CCSALMON-1274646-2017-09-12,CCSALMON,nep,A69-1602-2514,ANIMAL,48.8204,-123.59385,2017-09-13T02:55:00Z,2018-02-25T03:55:00Z,VEMCO,V9-6L,1274646,A69-1602,2514
CCSALMON-1274645-2017-09-12,CCSALMON,nep,A69-1602-2513,ANIMAL,48.8204,-123.59385,2017-09-13T02:50:00Z,2018-02-25T03:50:00Z,VEMCO,V9-6L,1274645,A69-1602,2513
CCSALMON-1274644-2017-09-12,CCSALMON,nep,A69-1602-2512,ANIMAL,48.8204,-123.59385,2017-09-13T02:05:00Z,2018-02-25T03:05:00Z,VEMCO,V9-6L,1274644,A69-1602,2512
CCSALMON-1274643-2017-09-12,CCSALMON,nep,A69-1602-2511,ANIMAL,48.8204,-123.59385,2017-09-13T02:05:00Z,2018-02-25T03:05:00Z,VEMCO,V9-6L,1274643,A69-1602,2511
CCSALMON-1274642-2017-09-12,CCSALMON,nep,A69-1602-2510,ANIMAL,48.8204,-123.59385,2017-09-13T02:05:00Z,2018-02-25T03:05:00Z,VEMCO,V9-6L,1274642,A69-1602,2510
CCSALMON-1274707-2017-09-15,CCSALMON,nep,A69-1602-2575,ANIMAL,48.78939,-123.56181,2017-09-15T04:30:00Z,2018-02-27T05:30:00Z,VEMCO,V9-6L,1274707,A69-1602,2575
CCSALMON-1274706-2017-09-15,CCSALMON,nep,A69-1602-2574,ANIMAL,48.78939,-123.56181,2017-09-15T04:30:00Z,2018-02-27T05:30:00Z,VEMCO,V9-6L,1274706,A69-1602,2574
CCSALMON-1274705-2017-09-15,CCSALMON,nep,A69-1602-2573,ANIMAL,48.78939,-123.56181,2017-09-15T04:30:00Z,2018-02-27T05:30:00Z,VEMCO,V9-6L,1274705,A69-1602,2573
CCSALMON-1274704-2017-09-15,CCSALMON,nep,A69-1602-2572,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274704,A69-1602,2572
CCSALMON-1274703-2017-09-15,CCSALMON,nep,A69-1602-2571,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274703,A69-1602,2571
CCSALMON-1274702-2017-09-15,CCSALMON,nep,A69-1602-2570,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274702,A69-1602,2570
CCSALMON-1274701-2017-09-15,CCSALMON,nep,A69-1602-2569,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274701,A69-1602,2569
CCSALMON-1274700-2017-09-15,CCSALMON,nep,A69-1602-2568,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274700,A69-1602,2568
CCSALMON-1274699-2017-09-14,CCSALMON,nep,A69-1602-2567,ANIMAL,48.78939,-123.56181,2017-09-15T02:43:00Z,2018-02-27T03:43:00Z,VEMCO,V9-6L,1274699,A69-1602,2567
CCSALMON-1274698-2017-09-14,CCSALMON,nep,A69-1602-2566,ANIMAL,48.78939,-123.56181,2017-09-15T02:43:00Z,2018-02-27T03:43:00Z,VEMCO,V9-6L,1274698,A69-1602,2566
CCSALMON-1274697-2017-09-14,CCSALMON,nep,A69-1602-2565,ANIMAL,48.78939,-123.56181,2017-09-15T02:43:00Z,2018-02-27T03:43:00Z,VEMCO,V9-6L,1274697,A69-1602,2565
CCSALMON-1274696-2017-09-14,CCSALMON,nep,A69-1602-2564,ANIMAL,48.78939,-123.56181,2017-09-15T02:25:00Z,2018-02-27T03:25:00Z,VEMCO,V9-6L,1274696,A69-1602,2564
CCSALMON-1274695-2017-09-14,CCSALMON,nep,A69-1602-2563,ANIMAL,48.78939,-123.56181,2017-09-15T02:25:00Z,2018-02-27T03:25:00Z,VEMCO,V9-6L,1274695,A69-1602,2563
CCSALMON-1274694-2017-09-14,CCSALMON,nep,A69-1602-2562,ANIMAL,48.78939,-123.56181,2017-09-15T01:20:00Z,2018-02-27T02:20:00Z,VEMCO,V9-6L,1274694,A69-1602,2562
CCSALMON-1274693-2017-09-14,CCSALMON,nep,A69-1602-2561,ANIMAL,48.78939,-123.56181,2017-09-15T01:20:00Z,2018-02-27T02:20:00Z,VEMCO,V9-6L,1274693,A69-1602,2561
CCSALMON-1274692-2017-09-14,CCSALMON,nep,A69-1602-2560,ANIMAL,48.78939,-123.56181,2017-09-15T00:41:00Z,2018-02-27T01:41:00Z,VEMCO,V9-6L,1274692,A69-1602,2560
CCSALMON-1274691-2017-09-14,CCSALMON,nep,A69-1602-2559,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274691,A69-1602,2559
CCSALMON-1274690-2017-09-14,CCSALMON,nep,A69-1602-2558,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274690,A69-1602,2558
CCSALMON-1274689-2017-09-14,CCSALMON,nep,A69-1602-2557,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274689,A69-1602,2557
CCSALMON-1274688-2017-09-14,CCSALMON,nep,A69-1602-2556,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274688,A69-1602,2556
CCSALMON-1274687-2017-09-14,CCSALMON,nep,A69-1602-2555,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274687,A69-1602,2555
CCSALMON-1274686-2017-09-14,CCSALMON,nep,A69-1602-2554,ANIMAL,48.78939,-123.56181,2017-09-14T22:30:00Z,2018-02-26T23:30:00Z,VEMCO,V9-6L,1274686,A69-1602,2554
CCSALMON-1274685-2017-09-14,CCSALMON,nep,A69-1602-2553,ANIMAL,48.78939,-123.56181,2017-09-14T22:30:00Z,2018-02-26T23:30:00Z,VEMCO,V9-6L,1274685,A69-1602,2553
CCSALMON-1274684-2017-09-14,CCSALMON,nep,A69-1602-2552,ANIMAL,48.78939,-123.56181,2017-09-14T22:00:00Z,2018-02-26T23:00:00Z,VEMCO,V9-6L,1274684,A69-1602,2552
CCSALMON-1274683-2017-09-14,CCSALMON,nep,A69-1602-2551,ANIMAL,48.78939,-123.56181,2017-09-14T22:00:00Z,2018-02-26T23:00:00Z,VEMCO,V9-6L,1274683,A69-1602,2551
CCSALMON-1274682-2017-09-14,CCSALMON,nep,A69-1602-2550,ANIMAL,48.8204,-123.59385,2017-09-14T03:53:00Z,2018-02-26T04:53:00Z,VEMCO,V9-6L,1274682,A69-1602,2550
CCSALMON-1274681-2017-09-14,CCSALMON,nep,A69-1602-2549,ANIMAL,48.8204,-123.59385,2017-09-14T03:53:00Z,2018-02-26T04:53:00Z,VEMCO,V9-6L,1274681,A69-1602,2549
CCSALMON-1274680-2017-09-14,CCSALMON,nep,A69-1602-2548,ANIMAL,48.8204,-123.59385,2017-09-14T03:53:00Z,2018-02-26T04:53:00Z,VEMCO,V9-6L,1274680,A69-1602,2548
CCSALMON-1274679-2017-09-14,CCSALMON,nep,A69-1602-2547,ANIMAL,48.8204,-123.59385,2017-09-14T03:53:00Z,2018-02-26T04:53:00Z,VEMCO,V9-6L,1274679,A69-1602,2547
CCSALMON-1274678-2017-09-13,CCSALMON,nep,A69-1602-2546,ANIMAL,48.8204,-123.59385,2017-09-14T02:34:00Z,2018-02-26T03:34:00Z,VEMCO,V9-6L,1274678,A69-1602,2546
CCSALMON-1274677-2017-09-13,CCSALMON,nep,A69-1602-2545,ANIMAL,48.8204,-123.59385,2017-09-14T02:34:00Z,2018-02-26T03:34:00Z,VEMCO,V9-6L,1274677,A69-1602,2545
CCSALMON-1274676-2017-09-13,CCSALMON,nep,A69-1602-2544,ANIMAL,48.8204,-123.59385,2017-09-14T02:34:00Z,2018-02-26T03:34:00Z,VEMCO,V9-6L,1274676,A69-1602,2544
CCSALMON-1274675-2017-09-13,CCSALMON,nep,A69-1602-2543,ANIMAL,48.8204,-123.59385,2017-09-14T02:34:00Z,2018-02-26T03:34:00Z,VEMCO,V9-6L,1274675,A69-1602,2543
CCSALMON-1274674-2017-09-13,CCSALMON,nep,A69-1602-2542,ANIMAL,48.8204,-123.59385,2017-09-14T02:09:00Z,2018-02-26T03:09:00Z,VEMCO,V9-6L,1274674,A69-1602,2542
CCSALMON-1274673-2017-09-13,CCSALMON,nep,A69-1602-2541,ANIMAL,48.8204,-123.59385,2017-09-14T02:09:00Z,2018-02-26T03:09:00Z,VEMCO,V9-6L,1274673,A69-1602,2541
CCSALMON-1274672-2017-09-13,CCSALMON,nep,A69-1602-2540,ANIMAL,48.8204,-123.59385,2017-09-14T02:07:00Z,2018-02-26T03:07:00Z,VEMCO,V9-6L,1274672,A69-1602,2540
CCSALMON-1274671-2017-09-13,CCSALMON,nep,A69-1602-2539,ANIMAL,48.8204,-123.59385,2017-09-14T02:07:00Z,2018-02-26T03:07:00Z,VEMCO,V9-6L,1274671,A69-1602,2539
CCSALMON-1274670-2017-09-13,CCSALMON,nep,A69-1602-2538,ANIMAL,48.8204,-123.59385,2017-09-14T02:07:00Z,2018-02-26T03:07:00Z,VEMCO,V9-6L,1274670,A69-1602,2538
CCSALMON-1274669-2017-09-13,CCSALMON,nep,A69-1602-2537,ANIMAL,48.8204,-123.59385,2017-09-14T01:12:00Z,2018-02-26T02:12:00Z,VEMCO,V9-6L,1274669,A69-1602,2537
CCSALMON-1274668-2017-09-13,CCSALMON,nep,A69-1602-2536,ANIMAL,48.8204,-123.59385,2017-09-14T01:12:00Z,2018-02-26T02:12:00Z,VEMCO,V9-6L,1274668,A69-1602,2536
CCSALMON-1274667-2017-09-13,CCSALMON,nep,A69-1602-2535,ANIMAL,48.8204,-123.59385,2017-09-14T01:12:00Z,2018-02-26T02:12:00Z,VEMCO,V9-6L,1274667,A69-1602,2535
CCSALMON-1274666-2017-09-13,CCSALMON,nep,A69-1602-2534,ANIMAL,48.8204,-123.59385,2017-09-14T01:12:00Z,2018-02-26T02:12:00Z,VEMCO,V9-6L,1274666,A69-1602,2534
CCSALMON-1274665-2017-09-13,CCSALMON,nep,A69-1602-2533,ANIMAL,48.8204,-123.59385,2017-09-14T00:30:00Z,2018-02-26T01:30:00Z,VEMCO,V9-6L,1274665,A69-1602,2533
CCSALMON-1274664-2017-09-13,CCSALMON,nep,A69-1602-2532,ANIMAL,48.8204,-123.59385,2017-09-13T23:55:00Z,2018-02-26T00:55:00Z,VEMCO,V9-6L,1274664,A69-1602,2532
CCSALMON-1274663-2017-09-13,CCSALMON,nep,A69-1602-2531,ANIMAL,48.8204,-123.59385,2017-09-13T23:55:00Z,2018-02-26T00:55:00Z,VEMCO,V9-6L,1274663,A69-1602,2531
CCSALMON-1274662-2017-09-13,CCSALMON,nep,A69-1602-2530,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274662,A69-1602,2530
CCSALMON-1274661-2017-09-13,CCSALMON,nep,A69-1602-2529,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274661,A69-1602,2529
CCSALMON-1274660-2017-09-13,CCSALMON,nep,A69-1602-2528,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274660,A69-1602,2528
CCSALMON-1274659-2017-09-13,CCSALMON,nep,A69-1602-2527,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274659,A69-1602,2527
CCSALMON-1274658-2017-09-13,CCSALMON,nep,A69-1602-2526,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274658,A69-1602,2526
CCSALMON-1274657-2017-09-13,CCSALMON,nep,A69-1602-2525,ANIMAL,48.8204,-123.59385,2017-09-13T21:22:00Z,2018-02-25T22:22:00Z,VEMCO,V9-6L,1274657,A69-1602,2525
CCSALMON-1274656-2017-09-13,CCSALMON,nep,A69-1602-2524,ANIMAL,48.8204,-123.59385,2017-09-13T21:22:00Z,2018-02-25T22:22:00Z,VEMCO,V9-6L,1274656,A69-1602,2524
CCSALMON-1274655-2017-09-13,CCSALMON,nep,A69-1602-2523,ANIMAL,48.8204,-123.59385,2017-09-13T20:47:00Z,2018-02-25T21:47:00Z,VEMCO,V9-6L,1274655,A69-1602,2523
CCSALMON-1274654-2017-09-13,CCSALMON,nep,A69-1602-2522,ANIMAL,48.8204,-123.59385,2017-09-13T20:47:00Z,2018-02-25T21:47:00Z,VEMCO,V9-6L,1274654,A69-1602,2522
CCSALMON-1274653-2017-09-13,CCSALMON,nep,A69-1602-2521,ANIMAL,48.8204,-123.59385,2017-09-13T20:47:00Z,2018-02-25T21:47:00Z,VEMCO,V9-6L,1274653,A69-1602,2521
CCSALMON-1274652-2017-09-13,CCSALMON,nep,A69-1602-2520,ANIMAL,48.8204,-123.59385,2017-09-13T05:00:00Z,2018-02-25T06:00:00Z,VEMCO,V9-6L,1274652,A69-1602,2520
CCSALMON-1274651-2017-09-13,CCSALMON,nep,A69-1602-2519,ANIMAL,48.8204,-123.59385,2017-09-13T05:00:00Z,2018-02-25T06:00:00Z,VEMCO,V9-6L,1274651,A69-1602,2519
ESS-18951,ESS,nep,A69-1303-37855,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093952,A69-1303,37855
ESS-18950,ESS,nep,A69-1303-37858,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093955,A69-1303,37858
ESS-18949,ESS,nep,A69-1303-37854,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093951,A69-1303,37854
ESS-18948,ESS,nep,A69-1303-37857,ANIMAL,47.57036111,-122.98175,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093954,A69-1303,37857
ESS-18947,ESS,nep,A69-1303-37850,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093947,A69-1303,37850
ESS-18946,ESS,nep,A69-1303-37851,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093948,A69-1303,37851
ESS-18945,ESS,nep,A69-1303-37864,ANIMAL,47.57252778,-122.9773056,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093961,A69-1303,37864
ESS-18944,ESS,nep,A69-1303-37860,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093957,A69-1303,37860
ESS-18943,ESS,nep,A69-1303-37863,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093960,A69-1303,37863
ESS-18942,ESS,nep,A69-1303-37859,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093956,A69-1303,37859
ESS-18941,ESS,nep,A69-1303-37862,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093959,A69-1303,37862
ESS-18940,ESS,nep,A69-1303-37866,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093963,A69-1303,37866
ESS-18939,ESS,nep,A69-1303-37865,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093962,A69-1303,37865
ESS-18938,ESS,nep,A69-1303-37868,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093965,A69-1303,37868
ESS-18937,ESS,nep,A69-1303-37836,ANIMAL,47.56288889,-122.9785278,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093903,A69-1303,37836
ESS-18936,ESS,nep,A69-1303-37841,ANIMAL,47.56275,-122.979,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093908,A69-1303,37841
ESS-18935,ESS,nep,A69-1303-37831,ANIMAL,47.56288889,-122.9785278,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093898,A69-1303,37831
ESS-18953,ESS,nep,A69-1303-37856,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093953,A69-1303,37856
ESS-18952,ESS,nep,A69-1303-37852,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093949,A69-1303,37852
ESS-18931,ESS,nep,A69-1303-37820,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093887,A69-1303,37820
ESS-18932,ESS,nep,A69-1303-37830,ANIMAL,47.57036111,-122.98175,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093897,A69-1303,37830
ESS-18933,ESS,nep,A69-1303-37835,ANIMAL,47.56288889,-122.9785278,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093902,A69-1303,37835
ESS-18934,ESS,nep,A69-1303-37821,ANIMAL,47.56288889,-122.9785278,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093888,A69-1303,37821
ESS-18924,ESS,nep,A69-1303-37847,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093914,A69-1303,37847
ESS-18925,ESS,nep,A69-1303-37837,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093904,A69-1303,37837
ESS-18926,ESS,nep,A69-1303-37832,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093899,A69-1303,37832
ESS-18927,ESS,nep,A69-1303-37827,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093894,A69-1303,37827
ESS-18928,ESS,nep,A69-1303-37822,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093889,A69-1303,37822
ESS-18929,ESS,nep,A69-1303-37840,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093907,A69-1303,37840
ESS-18930,ESS,nep,A69-1303-37826,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093893,A69-1303,37826
ESS-18967,ESS,nep,A69-1303-37834,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093901,A69-1303,37834
ESS-18966,ESS,nep,A69-1303-37829,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093896,A69-1303,37829
