platform_reference_id,platform_project_reference,datacenter_reference,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,degrees_north,degrees_east
ASF-Oxbow-2004,ASF,OTN-Global,Underwater mooring,135.26,ASF-Oxbow-2004,46.9535,-65.8595
ASF-Ponds 1-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Ponds 1-2003,46.7667,-66.0833
ASF-Ponds 2-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Ponds 2-2003,46.7667,-67.1
ASF-Portage Channel-2004,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Channel-2004,47.149,-65.0332
ASF-Portage Gully 1-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Gully 1-2003,47.7833,-66.0833
ASF-Portage Gully 2-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Gully 2-2003,47.7833,-66.0833
ASF-Portage Island 10-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 10-2003,47.7833,-66.0833
ASF-Portage Island 11-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 11-2003,47.7833,-66.0833
ASF-Portage Island 1-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 1-2003,47.7833,-66.0833
ASF-Portage Island 12-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 12-2003,47.7833,-66.0833
ASF-Portage Island 3-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 3-2003,47.7833,-66.0833
ASF-Portage Island 4-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 4-2003,47.7833,-66.0833
ASF-Portage Island 5-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 5-2003,47.7833,-66.0833
ASF-Portage Island 6-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 6-2003,47.7833,-66.0833
ASF-Portage Island 7-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 7-2003,47.7833,-66.0833
ASF-Portage Island 9-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Portage Island 9-2003,47.7833,-66.0833
ASF-Rocky Brook 1-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Rocky Brook 1-2003,46.7667,-67.1
ASF-Rocky Brook 2-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Rocky Brook 2-2003,46.7667,-67.1
ASF-Rocky Brook 3-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Rocky Brook 3-2003,46.7667,-67.1
ASF-Sheldrake Island 1-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Sheldrake Island 1-2003,47.7833,-66.0833
ASF-Sheldrake Island-2004,ASF,OTN-Global,Underwater mooring,135.26,ASF-Sheldrake Island-2004,47.0859,-65.3549
ASF-Sheldrake Island 2-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Sheldrake Island 2-2003,47.7833,-66.0833
ASF-Sheldrake Island 3-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Sheldrake Island 3-2003,47.7833,-66.0833
"ASF-South East Neguac, Portage Gully-2003",ASF,OTN-Global,Underwater mooring,135.26,"ASF-South East Neguac, Portage Gully-2003",47.7833,-66.0833
"ASF-South of Fox Island, Huckleberry Gully-2004",ASF,OTN-Global,Underwater mooring,135.26,"ASF-South of Fox Island, Huckleberry Gully-2004",47.0824,-65.9466
ASF-Striped Bass1-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Striped Bass1-2003,46.7667,-66.0833
ASF-Striped Bass 2-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Striped Bass 2-2003,46.7667,-66.0833
ASF-Striped Bass 3-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Striped Bass 3-2003,46.7667,-66.0833
ASF-Striped Bass 4-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Striped Bass 4-2003,46.7667,-66.0833
ASF-Sunken Overwintered Beaubear Island-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-Sunken Overwintered Beaubear Island-2003,46.7667,-66.0833
"ASF-Sutherland Brook, Northwest Miramichi-2004",ASF,OTN-Global,Underwater mooring,135.26,"ASF-Sutherland Brook, Northwest Miramichi-2004",46.9397,-65.8189
ASF-Tabusintac Black Lands-2004,ASF,OTN-Global,Underwater mooring,135.26,ASF-Tabusintac Black Lands-2004,47.2684,-65.9667
SOBI 10-2016,ASF,OTN-Global,Underwater mooring,81.4,SOBI 10-2016,51.4187,-56.6903
"ASF-UPM Kymenne ( west end  of Beaubear Island, Northwest Miramichi)-2004",ASF,OTN-Global,Underwater mooring,135.26,"ASF-UPM Kymenne ( west end  of Beaubear Island, Northwest Miramichi)-2004",46.9662,-65.5924
"ASF-Upsalquitch, (in pool by farm)-2004",ASF,OTN-Global,Underwater mooring,135.26,"ASF-Upsalquitch, (in pool by farm)-2004",47.891,-66.957
ASF-Val Comeau-2004,ASF,OTN-Global,Underwater mooring,135.26,ASF-Val Comeau-2004,47.4826,-65.8695
ASF-Whitneyville Flats-2004,ASF,OTN-Global,Underwater mooring,135.26,ASF-Whitneyville Flats-2004,46.959,-65.7449
ASF-X31 Coast Guard Buoy-2003,ASF,OTN-Global,Underwater mooring,135.26,ASF-X31 Coast Guard Buoy-2003,47.7833,-65.0667
SOBI 11-2016,ASF,OTN-Global,Underwater mooring,66.4,SOBI 11-2016,51.4238,-56.699
SOBI 1-2016,ASF,OTN-Global,Underwater mooring,1.8,SOBI 1-2016,51.377,-56.6155
SOBI 12-2016,ASF,OTN-Global,Underwater mooring,65.5,SOBI 12-2016,51.4288,-56.707
SOBI 7-2016,ASF,OTN-Global,Underwater mooring,79.2,SOBI 7-2016,51.4052,-56.6643
SOBI 13-2016,ASF,OTN-Global,Underwater mooring,60.7,SOBI 13-2016,51.4337,-56.7154
SOBI 8-2016,ASF,OTN-Global,Underwater mooring,86.6,SOBI 8-2016,51.4096,-56.6732
SOBI 9-2016,ASF,OTN-Global,Underwater mooring,79.9,SOBI 9-2016,51.4145,-56.6811
SOBI 14-2016,ASF,OTN-Global,Underwater mooring,65.5,SOBI 14-2016,51.4373,-56.7256
SOBI 15-2016,ASF,OTN-Global,Underwater mooring,62.8,SOBI 15-2016,51.4422,-56.7339
SOBI 16200-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 16200-2016,51.4478,-56.7467
SOBI 16-2016,ASF,OTN-Global,Underwater mooring,56.7,SOBI 16-2016,51.4472,-56.7414
SOBI 16300-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 16300-2016,51.4481,-56.7487
SOBI 16400-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 16400-2016,51.4487,-56.7504
SOBI N 10-2016,ASF,OTN-Global,Underwater mooring,70,SOBI N 10-2016,51.4319,-56.6461
SOBI 16450-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 16450-2016,51.4492,-56.7519
SOBI 17-2016,ASF,OTN-Global,Underwater mooring,52.7,SOBI 17-2016,51.4519,-56.7503
SOBI 18-2016,ASF,OTN-Global,Underwater mooring,62.2,SOBI 18-2016,51.456,-56.7584
SOBI 19-2016,ASF,OTN-Global,Underwater mooring,70.7,SOBI 19-2016,51.4614,-56.7677
SOBI 20-2016,ASF,OTN-Global,Underwater mooring,89.6,SOBI 20-2016,51.4651,-56.776
SOBI 21-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 21-2016,51.4694,-56.785
SOBI 2-2016,ASF,OTN-Global,Underwater mooring,2.6,SOBI 2-2016,51.3819,-56.6234
SOBI 23200-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 23200-2016,51.4761,-56.7954
SOBI 23-2016,ASF,OTN-Global,Underwater mooring,105.5,SOBI 23-2016,51.4749,-56.7922
SOBI 23300-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 23300-2016,51.4761,-56.7976
SOBI 23400-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 23400-2016,51.4762,-56.7996
SOBI 23450-2016,ASF,OTN-Global,Underwater mooring,135.26,SOBI 23450-2016,51.476,-56.801
SOBI 25-2016,ASF,OTN-Global,Underwater mooring,106.7,SOBI 25-2016,51.4797,-56.8014
SOBI 26-2016,ASF,OTN-Global,Underwater mooring,80.5,SOBI 26-2016,51.484,-56.8093
SOBI 3-2016,ASF,OTN-Global,Underwater mooring,2.1,SOBI 3-2016,51.387,-56.6316
SOBI 4-2016,ASF,OTN-Global,Underwater mooring,73.8,SOBI 4-2016,51.3906,-56.6405
SOBI 5-2016,ASF,OTN-Global,Underwater mooring,66.4,SOBI 5-2016,51.3959,-56.6483
SOBI 6-2016,ASF,OTN-Global,Underwater mooring,79.2,SOBI 6-2016,51.4005,-56.6572
SOBI N 11-2016,ASF,OTN-Global,Underwater mooring,60,SOBI N 11-2016,51.4366,-56.6539
SOBI N 1-2016,ASF,OTN-Global,Underwater mooring,5,SOBI N 1-2016,51.3895,-56.578
SOBI N 12-2016,ASF,OTN-Global,Underwater mooring,65,SOBI N 12-2016,51.4415,-56.6618
SOBI N 13-2016,ASF,OTN-Global,Underwater mooring,62,SOBI N 13-2016,51.4465,-56.6697
SOBI N 14-2016,ASF,OTN-Global,Underwater mooring,60,SOBI N 14-2016,51.4515,-56.6776
SOBI N 15-2016,ASF,OTN-Global,Underwater mooring,50,SOBI N 15-2016,51.4563,-56.6856
SOBI N 16-2016,ASF,OTN-Global,Underwater mooring,50,SOBI N 16-2016,51.4613,-56.6935
SOBI N 17-2016,ASF,OTN-Global,Underwater mooring,60,SOBI N 17-2016,51.4662,-56.7015
SOBI N 18-2016,ASF,OTN-Global,Underwater mooring,55,SOBI N 18-2016,51.4712,-56.7096
SOBI N 19-2016,ASF,OTN-Global,Underwater mooring,60,SOBI N 19-2016,51.4762,-56.7175
SOBI N 20-2016,ASF,OTN-Global,Underwater mooring,65,SOBI N 20-2016,51.481,-56.7255
SOBI N 21-2016,ASF,OTN-Global,Underwater mooring,85,SOBI N 21-2016,51.486,-56.7334
SOBI N 2-2016,ASF,OTN-Global,Underwater mooring,7,SOBI N 2-2016,51.3919,-56.5824
SOBI N 22-2016,ASF,OTN-Global,Underwater mooring,95,SOBI N 22-2016,51.4909,-56.7413
SOBI N 23-2016,ASF,OTN-Global,Underwater mooring,100,SOBI N 23-2016,51.4958,-56.7493
SOBI N 24-2016,ASF,OTN-Global,Underwater mooring,100,SOBI N 24-2016,51.5007,-56.7571
SOBI N 25-2016,ASF,OTN-Global,Underwater mooring,90,SOBI N 25-2016,51.5056,-56.7652
SOBI N 26-2016,ASF,OTN-Global,Underwater mooring,40,SOBI N 26-2016,51.5105,-56.7733
SOBI N 27-2016,ASF,OTN-Global,Underwater mooring,45,SOBI N 27-2016,51.5156,-56.7814
SOBI N 28-2016,ASF,OTN-Global,Underwater mooring,40,SOBI N 28-2016,51.519,-56.7868
SOBI N 3-2016,ASF,OTN-Global,Underwater mooring,12,SOBI N 3-2016,51.3971,-56.5904
SOBI N 4-2016,ASF,OTN-Global,Underwater mooring,50,SOBI N 4-2016,51.4021,-56.5984
SOBI N 5-2016,ASF,OTN-Global,Underwater mooring,62,SOBI N 5-2016,51.4071,-56.6064
SOBI N 6-2016,ASF,OTN-Global,Underwater mooring,65,SOBI N 6-2016,51.4122,-56.6145
SOBI N 7-2016,ASF,OTN-Global,Underwater mooring,65,SOBI N 7-2016,51.4169,-56.6225
SOBI N 8-2016,ASF,OTN-Global,Underwater mooring,70,SOBI N 8-2016,51.422,-56.6302
SOBI N 9-2016,ASF,OTN-Global,Underwater mooring,70,SOBI N 9-2016,51.427,-56.6382
S. Portage 11-2016,ASF,OTN-Global,Underwater mooring,5,S. Portage 11-2016,47.1364,-65.0519
S. Portage 1-2016,ASF,OTN-Global,Underwater mooring,6,S. Portage 1-2016,47.1414,-65.0532
S. Portage 2-2016,ASF,OTN-Global,Underwater mooring,9,S. Portage 2-2016,47.1422,-65.0447
S. Portage 3-2016,ASF,OTN-Global,Underwater mooring,11,S. Portage 3-2016,47.1414,-65.0392
SW Mir 1-2016,ASF,OTN-Global,Underwater mooring,2,SW Mir 1-2016,46.4745,-66.4019
SW Mir 2-2016,ASF,OTN-Global,Underwater mooring,135.26,SW Mir 2-2016,46.5478,-66.157
SW Mir 3-2016,ASF,OTN-Global,Underwater mooring,135.26,SW Mir 3-2016,46.6704,-65.7755
SOBI 14,ASF,OTN-Global,Underwater mooring,65.5,SOBI 14,51.4373233,-56.7256
SOBI 15,ASF,OTN-Global,Underwater mooring,62.8,SOBI 15,51.44216,-56.733925
SOBI 16,ASF,OTN-Global,Underwater mooring,56.7,SOBI 16,51.4472367,-56.7413967
SOBI 17,ASF,OTN-Global,Underwater mooring,52.7,SOBI 17,51.451945,-56.750305
Barnaby Isl.,ASF,OTN-Global,Underwater mooring,4,Barnaby Isl.,46.91068488,-65.62183741
Casc 1,ASF,OTN-Global,Underwater mooring,4,Casc 1,48.2084,-65.90534
Casc 2,ASF,OTN-Global,Underwater mooring,3,Casc 2,48.1903,-65.90461
Cassilis,ASF,OTN-Global,Underwater mooring,3.5,Cassilis,46.9350751,-65.78344695
Cassilis 105,ASF,OTN-Global,Underwater mooring,4,Cassilis 105,46.93656667,-65.7845
Cassilis 215,ASF,OTN-Global,Underwater mooring,3,Cassilis 215,46.93579,-65.78362
Chatham,ASF,OTN-Global,Underwater mooring,5.5,Chatham,47.02027609,-65.49746157
Chatham 200,ASF,OTN-Global,Underwater mooring,5,Chatham 200,47.0223,-65.4965
Chatham 275,ASF,OTN-Global,Underwater mooring,5,Chatham 275,47.02141,-65.49646
Chatham 450,ASF,OTN-Global,Underwater mooring,5,Chatham 450,47.01994,-65.4954
Chatham 550,ASF,OTN-Global,Underwater mooring,11,Chatham 550,47.01893,-65.49534
Dal1,ASF,OTN-Global,Underwater mooring,135.26,Dal1,48.0635,-66.34683
Dal2,ASF,OTN-Global,Underwater mooring,135.26,Dal2,48.0683,-66.33784
Dal3,ASF,OTN-Global,Underwater mooring,135.26,Dal3,48.07462,-66.33224
French Fort Cove,ASF,OTN-Global,Underwater mooring,9,French Fort Cove,47.01496195,-65.54304928
Hackett's Beach,ASF,OTN-Global,Underwater mooring,5,Hackett's Beach,46.95781,-65.67284
Hackett's Beach 100,ASF,OTN-Global,Underwater mooring,5,Hackett's Beach 100,46.9586423,-65.67353342
Hackett's Beach 345,ASF,OTN-Global,Underwater mooring,5,Hackett's Beach 345,46.95673,-65.67212
Huckleberry 1,ASF,OTN-Global,Underwater mooring,1.1,Huckleberry 1,47.07715633,-64.95340935
L'Anse L'Amour 1,ASF,OTN-Global,Underwater mooring,51.8,L'Anse L'Amour 1,51.461086,-56.88775
L'Anse L'Amour 2,ASF,OTN-Global,Underwater mooring,45.7,L'Anse L'Amour 2,51.46857,-56.89445
LG1,ASF,OTN-Global,Underwater mooring,135.26,LG1,47.71185,-67.43676667
Loggieville 135,ASF,OTN-Global,Underwater mooring,7,Loggieville 135,47.07823333,-65.3932
Loggieville 230,ASF,OTN-Global,Underwater mooring,7,Loggieville 230,47.07823333,-65.3932
Loggieville 505,ASF,OTN-Global,Underwater mooring,5,Loggieville 505,47.075874,-65.391159
Loggieville 660,ASF,OTN-Global,Underwater mooring,6,Loggieville 660,47.0744,-65.3906
Loggieville 835,ASF,OTN-Global,Underwater mooring,5,Loggieville 835,47.0731,-65.3894
Loggieville E 150,ASF,OTN-Global,Underwater mooring,5,Loggieville E 150,47.0792,-65.39
Loggieville E 295,ASF,OTN-Global,Underwater mooring,6,Loggieville E 295,47.078,-65.3892
Loggieville E 465,ASF,OTN-Global,Underwater mooring,7,Loggieville E 465,47.0767,-65.388
Loggieville E 650,ASF,OTN-Global,Underwater mooring,5,Loggieville E 650,47.0754,-65.3863
Middle Island,ASF,OTN-Global,Underwater mooring,9,Middle Island,47.05513353,-65.45659882
MM1,ASF,OTN-Global,Underwater mooring,135.26,MM1,47.96011944,-66.944875
MM2,ASF,OTN-Global,Underwater mooring,135.26,MM2,47.95988333,-66.94414444
Nelson 140,ASF,OTN-Global,Underwater mooring,2.3,Nelson 140,46.9888258,-65.5605298
Nelson 350,ASF,OTN-Global,Underwater mooring,6,Nelson 350,46.98781,-65.55778
Nelson 445,ASF,OTN-Global,Underwater mooring,11,Nelson 445,46.98873,-65.55643
REST4,ASF,OTN-Global,Underwater mooring,135.26,REST4,48.01045,-66.675533
REST5,ASF,OTN-Global,Underwater mooring,135.26,REST5,48.011683,-66.676567
REST6,ASF,OTN-Global,Underwater mooring,135.26,REST6,48.013183,-66.677867
RP1,ASF,OTN-Global,Underwater mooring,135.26,RP1,47.88358333,-67.23833333
SOBI 1,ASF,OTN-Global,Underwater mooring,1.8,SOBI 1,51.3770433,-56.6155133
SOBI 10,ASF,OTN-Global,Underwater mooring,81.4,SOBI 10,51.4187183,-56.69033
SOBI 11,ASF,OTN-Global,Underwater mooring,66.4,SOBI 11,51.4238117,-56.69896
SOBI 12,ASF,OTN-Global,Underwater mooring,65.5,SOBI 12,51.4287967,-56.7070217
SOBI 13,ASF,OTN-Global,Underwater mooring,60.7,SOBI 13,51.433725,-56.7153817
SOBI 18,ASF,OTN-Global,Underwater mooring,62.2,SOBI 18,51.4560133,-56.7583933
SOBI 19,ASF,OTN-Global,Underwater mooring,70.7,SOBI 19,51.46136,-56.7676517
SOBI 2,ASF,OTN-Global,Underwater mooring,2.6,SOBI 2,51.3819383,-56.6234033
SOBI 20,ASF,OTN-Global,Underwater mooring,89.6,SOBI 20,51.4650983,-56.7760467
SOBI 20425,ASF,OTN-Global,Underwater mooring,135.26,SOBI 20425,51.46841667,-56.77875
SOBI 20500,ASF,OTN-Global,Underwater mooring,135.26,SOBI 20500,51.46961111,-56.77955556
SOBI 20575,ASF,OTN-Global,Underwater mooring,135.26,SOBI 20575,51.47105556,-56.78063889
SOBI 20650,ASF,OTN-Global,Underwater mooring,135.26,SOBI 20650,51.47302778,-56.78169444
SOBI 20700,ASF,OTN-Global,Underwater mooring,135.26,SOBI 20700,51.47513889,-56.78213889
SOBI 20750,ASF,OTN-Global,Underwater mooring,135.26,SOBI 20750,51.47605556,-56.78272222
SOBI 21,ASF,OTN-Global,Underwater mooring,135.26,SOBI 21,51.469444,-56.785028
SOBI 23,ASF,OTN-Global,Underwater mooring,105.5,SOBI 23,51.47486,-56.7921583
SOBI 25,ASF,OTN-Global,Underwater mooring,106.7,SOBI 25,51.4797067,-56.80137
SOBI 26,ASF,OTN-Global,Underwater mooring,80.5,SOBI 26,51.4839933,-56.809275
SOBI 3,ASF,OTN-Global,Underwater mooring,2.1,SOBI 3,51.3869633,-56.6315917
SOBI 4,ASF,OTN-Global,Underwater mooring,73.8,SOBI 4,51.3905583,-56.640545
SOBI 5,ASF,OTN-Global,Underwater mooring,66.4,SOBI 5,51.3959233,-56.648335
SOBI 6,ASF,OTN-Global,Underwater mooring,79.2,SOBI 6,51.40052,-56.6571967
SOBI 7,ASF,OTN-Global,Underwater mooring,79.2,SOBI 7,51.4052483,-56.6643083
SOBI 8,ASF,OTN-Global,Underwater mooring,86.6,SOBI 8,51.4095867,-56.673195
SOBI 9,ASF,OTN-Global,Underwater mooring,79.9,SOBI 9,51.41446,-56.68113
SOBI N1,ASF,OTN-Global,Underwater mooring,5,SOBI N1,51.3895145,-56.57799783
SOBI N10,ASF,OTN-Global,Underwater mooring,70,SOBI N10,51.43187024,-56.64607784
SOBI N11,ASF,OTN-Global,Underwater mooring,60,SOBI N11,51.43663746,-56.65394569
SOBI N12,ASF,OTN-Global,Underwater mooring,65,SOBI N12,51.44152185,-56.66184693
SOBI N13,ASF,OTN-Global,Underwater mooring,62,SOBI N13,51.44651147,-56.66968645
SOBI N14,ASF,OTN-Global,Underwater mooring,60,SOBI N14,51.45146042,-56.67762838
SOBI N15,ASF,OTN-Global,Underwater mooring,50,SOBI N15,51.45634992,-56.68564416
SOBI N16,ASF,OTN-Global,Underwater mooring,50,SOBI N16,51.46129842,-56.69354676
SOBI N17,ASF,OTN-Global,Underwater mooring,60,SOBI N17,51.4662161,-56.70152768
SOBI N18,ASF,OTN-Global,Underwater mooring,55,SOBI N18,51.47119336,-56.70959692
SOBI N19,ASF,OTN-Global,Underwater mooring,60,SOBI N19,51.47616376,-56.71749844
SOBI N2,ASF,OTN-Global,Underwater mooring,7,SOBI N2,51.39194677,-56.58241907
SOBI N20,ASF,OTN-Global,Underwater mooring,65,SOBI N20,51.481035,-56.72549878
SOBI N21,ASF,OTN-Global,Underwater mooring,85,SOBI N21,51.486,-56.73336111
SOBI N22,ASF,OTN-Global,Underwater mooring,95,SOBI N22,51.49094173,-56.74134991
SOBI N23,ASF,OTN-Global,Underwater mooring,100,SOBI N23,51.49582445,-56.74934045
SOBI N24,ASF,OTN-Global,Underwater mooring,100,SOBI N24,51.50066989,-56.75710619
SOBI N25,ASF,OTN-Global,Underwater mooring,90,SOBI N25,51.50561736,-56.7651693
SOBI N26,ASF,OTN-Global,Underwater mooring,40,SOBI N26,51.51052594,-56.77326819
SOBI N27,ASF,OTN-Global,Underwater mooring,45,SOBI N27,51.51559732,-56.78141182
SOBI N28,ASF,OTN-Global,Underwater mooring,40,SOBI N28,51.51896846,-56.78683538
SOBI N3,ASF,OTN-Global,Underwater mooring,12,SOBI N3,51.39713259,-56.59038946
SOBI N4,ASF,OTN-Global,Underwater mooring,50,SOBI N4,51.4020935,-56.59843475
SOBI N5,ASF,OTN-Global,Underwater mooring,62,SOBI N5,51.40712793,-56.60642523
SOBI N6,ASF,OTN-Global,Underwater mooring,65,SOBI N6,51.41218485,-56.61445552
SOBI N7,ASF,OTN-Global,Underwater mooring,65,SOBI N7,51.41693747,-56.62249209
SOBI N8,ASF,OTN-Global,Underwater mooring,70,SOBI N8,51.42200989,-56.63024044
SOBI N9,ASF,OTN-Global,Underwater mooring,70,SOBI N9,51.42699366,-56.63817228
SW Mir 1,ASF,OTN-Global,Underwater mooring,135.26,SW Mir 1,46.47446,-66.40185
SW Mir 2,ASF,OTN-Global,Underwater mooring,135.26,SW Mir 2,46.54781,-66.15697
SW Mir 3,ASF,OTN-Global,Underwater mooring,135.26,SW Mir 3,46.670442,-65.775455
G5_3,ASI,OTN-Global,Underwater mooring,20,G5_3,71.0197,-70.3178
G5_7,ASI,OTN-Global,Underwater mooring,20,G5_7,71.0372,-70.221
G1_3,ASI,OTN-Global,Underwater mooring,20,G1_3,71.183,-71.1083
G2_2,ASI,OTN-Global,Underwater mooring,20,G2_2,71.1371,-71.0225
G5_1,ASI,OTN-Global,Underwater mooring,20,G5_1,71.0114,-70.3669
G1_5,ASI,OTN-Global,Underwater mooring,20,G1_5,71.1965,-71.1443
G1_2,ASI,OTN-Global,Underwater mooring,20,G1_2,71.1765,-71.0894
G1_6,ASI,OTN-Global,Underwater mooring,20,G1_6,71.203,-71.1629
G5_5,ASI,OTN-Global,Underwater mooring,20,G5_5,71.0285,-70.27
G2_6,ASI,OTN-Global,Underwater mooring,20,G2_6,71.1178,-70.9286
G1_7,ASI,OTN-Global,Underwater mooring,20,G1_7,71.21,-71.1812
G2_4,ASI,OTN-Global,Underwater mooring,20,G2_4,71.1274,-70.9764
G2_7,ASI,OTN-Global,Underwater mooring,20,G2_7,71.1131,-70.9037
G5_8,ASI,OTN-Global,Underwater mooring,20,G5_8,71.0416,-70.1968
G2_5,ASI,OTN-Global,Underwater mooring,20,G2_5,71.1226,-70.9512
G1_4,ASI,OTN-Global,Underwater mooring,20,G1_4,71.1894,-71.1268
G1_1,ASI,OTN-Global,Underwater mooring,20,G1_1,71.1696,-71.0715
G2_3,ASI,OTN-Global,Underwater mooring,20,G2_3,71.1321,-70.9991
G5_4,ASI,OTN-Global,Underwater mooring,20,G5_4,71.0244,-70.2943
G2_1,ASI,OTN-Global,Underwater mooring,20,G2_1,71.1415,-71.0462
G5_2,ASI,OTN-Global,Underwater mooring,20,G5_2,71.0159,-70.3425
G5_6,ASI,OTN-Global,Underwater mooring,20,G5_6,71.0327,-70.2454
G1_8,ASI,OTN-Global,Underwater mooring,20,G1_8,71.2163,-71.1988
G2_8,ASI,OTN-Global,Underwater mooring,20,G2_8,71.1083,-70.8796
G7_15,ASI,OTN-Global,Underwater mooring,648,G7_15,71.3648,-70.2862
BP01,ASI,OTN-Global,Underwater mooring,206,BP01,71.3423,-70.1653
BP02,ASI,OTN-Global,Underwater mooring,198,BP02,71.044,-70.1818
G01-01,ASI,OTN-Global,Underwater mooring,365,G01-01,71.1693,-71.0703
G7_8,ASI,OTN-Global,Underwater mooring,794,G7_8,71.4022,-70.4611
G6_2,ASI,OTN-Global,Underwater mooring,785,G6_2,70.7352,-70.739
G7_16,ASI,OTN-Global,Underwater mooring,611,G7_16,71.3596,-70.28
G7_9,ASI,OTN-Global,Underwater mooring,730,G7_9,71.3969,-70.4222
G3_1,ASI,OTN-Global,Underwater mooring,470,G3_1,71.0635,-71.4663
G3_3,ASI,OTN-Global,Underwater mooring,630,G3_3,71.0461,-71.4467
G6_4,ASI,OTN-Global,Underwater mooring,777,G6_4,70.7221,-70.7011
G7_18,ASI,OTN-Global,Underwater mooring,410,G7_18,71.3486,-70.2184
G7_11,ASI,OTN-Global,Underwater mooring,682,G7_11,71.3862,-70.3938
G3_5,ASI,OTN-Global,Underwater mooring,362,G3_5,71.0284,-71.4276
G4_3,ASI,OTN-Global,Underwater mooring,694,G4_3,71.0134,-71.2925
G7_13,ASI,OTN-Global,Underwater mooring,701,G7_13,71.3756,-70.3484
G3_4,ASI,OTN-Global,Underwater mooring,551,G3_4,71.0377,-71.4366
G7_17,ASI,OTN-Global,Underwater mooring,551,G7_17,71.3541,-70.2583
G6_3,ASI,OTN-Global,Underwater mooring,796,G6_3,70.728,-70.7201
G7_1,ASI,OTN-Global,Underwater mooring,289,G7_1,71.4394,-70.6202
G7_7,ASI,OTN-Global,Underwater mooring,806,G7_7,71.4077,-70.468
G7_3,ASI,OTN-Global,Underwater mooring,481,G7_3,71.4289,-70.575
G4_5,ASI,OTN-Global,Underwater mooring,351,G4_5,71.0139,-71.2372
G6_5,ASI,OTN-Global,Underwater mooring,662,G6_5,70.7157,-70.6825
G6_6,ASI,OTN-Global,Underwater mooring,482,G6_6,70.7092,-70.6636
G7_6,ASI,OTN-Global,Underwater mooring,742,G7_6,71.413,-70.4905
G7_2,ASI,OTN-Global,Underwater mooring,372,G7_2,71.4343,-70.5977
G7_19,ASI,OTN-Global,Underwater mooring,250,G7_19,71.3436,-70.2138
G4_1,ASI,OTN-Global,Underwater mooring,510,G4_1,71.0129,-71.3476
G7_5,ASI,OTN-Global,Underwater mooring,579,G7_5,71.4183,-70.5297
G7_14,ASI,OTN-Global,Underwater mooring,698,G7_14,71.3702,-70.3256
G4_6,ASI,OTN-Global,Underwater mooring,133,G4_6,71.0143,-71.2154
G6_1,ASI,OTN-Global,Underwater mooring,566,G6_1,70.7416,-70.7578
G7_12,ASI,OTN-Global,Underwater mooring,695,G7_12,71.3808,-70.3704
G7_4,ASI,OTN-Global,Underwater mooring,520,G7_4,71.4236,-70.5525
G4_4,ASI,OTN-Global,Underwater mooring,623,G4_4,71.0136,-71.2648
G4_2,ASI,OTN-Global,Underwater mooring,700,G4_2,71.0131,-71.3196
G7_10,ASI,OTN-Global,Underwater mooring,710,G7_10,71.3916,-70.4165
G01-02,ASI,OTN-Global,Underwater mooring,384,G01-02,71.1767,-71.0885
G3_2,ASI,OTN-Global,Underwater mooring,640,G3_2,71.0543,-71.4567
G01-03,ASI,OTN-Global,Underwater mooring,399,G01-03,71.1832,-71.1077
G01-04,ASI,OTN-Global,Underwater mooring,424,G01-04,71.189,-71.1265
G01-05,ASI,OTN-Global,Underwater mooring,394,G01-05,71.1962,-71.144
